Column1,Content ID,ReactionType,Datetime,Datetime,Year,Month,Content Type,Category,Sentiment,Score,count post,,Category,Sum,,,
11273,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,intrigued,18/03/2021,18/03/2021 06:26,2021,3,GIF,healthy eating,positive,45,2012,,,,,,
11274,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,adore,21/05/2021,21/05/2021 20:39,2021,5,GIF,healthy eating,positive,72,2138,,,,,,
11275,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,hate,07/02/2021,07/02/2021 14:56,2021,2,GIF,healthy eating,negative,5,1914,,,,,,
11276,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,heart,08/02/2021,08/02/2021 23:19,2021,2,GIF,healthy eating,positive,60,1914,,,,,,
11277,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,interested,16/08/2020,16/08/2020 14:46,2020,8,GIF,healthy eating,positive,30,2114,,,,,,
11278,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,hate,30/09/2020,30/09/2020 14:57,2020,9,GIF,healthy eating,negative,5,2022,,,,,,
11279,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,super love,13/04/2021,13/04/2021 01:36,2021,4,GIF,healthy eating,positive,75,1974,,,,,,
11280,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,like,15/10/2020,15/10/2020 07:49,2020,10,GIF,healthy eating,positive,50,2056,,,,,,
11281,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,like,09/11/2020,09/11/2020 03:14,2020,11,GIF,healthy eating,positive,50,2034,,,,,,
11282,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,love,11/08/2020,11/08/2020 17:42,2020,8,GIF,healthy eating,positive,65,2114,,,,,,
11283,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,disgust,30/04/2021,30/04/2021 02:53,2021,4,GIF,healthy eating,negative,0,1974,,,,,,
11284,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,heart,27/06/2020,27/06/2020 09:44,2020,6,GIF,healthy eating,positive,60,2021,,,,,,
11285,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,disgust,25/03/2021,25/03/2021 04:44,2021,3,GIF,healthy eating,negative,0,2012,,,,,,
11286,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,heart,22/01/2021,22/01/2021 19:04,2021,1,GIF,healthy eating,positive,60,2126,,,,,,
11287,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,cherish,05/07/2020,05/07/2020 06:26,2020,7,GIF,healthy eating,positive,70,2070,,,,,,
11288,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,adore,28/07/2020,28/07/2020 00:47,2020,7,GIF,healthy eating,positive,72,2070,,,,,,
11289,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,love,10/05/2021,10/05/2021 10:06,2021,5,GIF,healthy eating,positive,65,2138,,,,,,
11290,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,super love,21/07/2020,21/07/2020 06:20,2020,7,GIF,healthy eating,positive,75,2070,,,,,,
11291,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,interested,02/02/2021,02/02/2021 08:00,2021,2,GIF,healthy eating,positive,30,1914,,,,,,
11293,09bb0893-a05b-49bc-95ec-1e158577bf13,cherish,09/10/2020,09/10/2020 22:18,2020,10,photo,healthy eating,positive,70,2056,,,,,,
11294,09bb0893-a05b-49bc-95ec-1e158577bf13,adore,11/08/2020,11/08/2020 06:10,2020,8,photo,healthy eating,positive,72,2114,,,,,,
11295,09bb0893-a05b-49bc-95ec-1e158577bf13,indifferent,20/09/2020,20/09/2020 09:25,2020,9,photo,healthy eating,neutral,20,2022,,,,,,
11296,09bb0893-a05b-49bc-95ec-1e158577bf13,intrigued,11/06/2021,11/06/2021 16:52,2021,6,photo,healthy eating,positive,45,2021,,,,,,
11297,09bb0893-a05b-49bc-95ec-1e158577bf13,love,02/03/2021,02/03/2021 08:14,2021,3,photo,healthy eating,positive,65,2012,,,,,,
11298,09bb0893-a05b-49bc-95ec-1e158577bf13,interested,30/07/2020,30/07/2020 07:50,2020,7,photo,healthy eating,positive,30,2070,,,,,,
11299,09bb0893-a05b-49bc-95ec-1e158577bf13,hate,26/01/2021,26/01/2021 13:03,2021,1,photo,healthy eating,negative,5,2126,,,,,,
11300,09bb0893-a05b-49bc-95ec-1e158577bf13,worried,26/12/2020,26/12/2020 12:51,2020,12,photo,healthy eating,negative,12,2092,,,,,,
11301,09bb0893-a05b-49bc-95ec-1e158577bf13,indifferent,21/10/2020,21/10/2020 04:00,2020,10,photo,healthy eating,neutral,20,2056,,,,,,
11302,09bb0893-a05b-49bc-95ec-1e158577bf13,interested,19/05/2021,19/05/2021 12:43,2021,5,photo,healthy eating,positive,30,2138,,,,,,
11303,09bb0893-a05b-49bc-95ec-1e158577bf13,cherish,17/06/2021,17/06/2021 05:04,2021,6,photo,healthy eating,positive,70,2021,,,,,,
11304,09bb0893-a05b-49bc-95ec-1e158577bf13,cherish,09/07/2020,09/07/2020 07:12,2020,7,photo,healthy eating,positive,70,2070,,,,,,
11305,09bb0893-a05b-49bc-95ec-1e158577bf13,adore,08/04/2021,08/04/2021 21:43,2021,4,photo,healthy eating,positive,72,1974,,,,,,
11306,09bb0893-a05b-49bc-95ec-1e158577bf13,heart,22/12/2020,22/12/2020 13:14,2020,12,photo,healthy eating,positive,60,2092,,,,,,
11307,09bb0893-a05b-49bc-95ec-1e158577bf13,super love,13/02/2021,13/02/2021 03:51,2021,2,photo,healthy eating,positive,75,1914,,,,,,
11308,09bb0893-a05b-49bc-95ec-1e158577bf13,hate,12/03/2021,12/03/2021 13:46,2021,3,photo,healthy eating,negative,5,2012,,,,,,
11309,09bb0893-a05b-49bc-95ec-1e158577bf13,want,30/10/2020,30/10/2020 15:07,2020,10,photo,healthy eating,positive,70,2056,,,,,,
11310,09bb0893-a05b-49bc-95ec-1e158577bf13,adore,25/06/2020,25/06/2020 04:08,2020,6,photo,healthy eating,positive,72,2021,,,,,,
11311,09bb0893-a05b-49bc-95ec-1e158577bf13,heart,30/10/2020,30/10/2020 21:25,2020,10,photo,healthy eating,positive,60,2056,,,,,,
11312,09bb0893-a05b-49bc-95ec-1e158577bf13,super love,21/08/2020,21/08/2020 23:17,2020,8,photo,healthy eating,positive,75,2114,,,,,,
11313,09bb0893-a05b-49bc-95ec-1e158577bf13,interested,24/06/2020,24/06/2020 15:03,2020,6,photo,healthy eating,positive,30,2021,,,,,,
11314,09bb0893-a05b-49bc-95ec-1e158577bf13,super love,07/03/2021,07/03/2021 09:05,2021,3,photo,healthy eating,positive,75,2012,,,,,,
11315,09bb0893-a05b-49bc-95ec-1e158577bf13,interested,03/12/2020,03/12/2020 06:02,2020,12,photo,healthy eating,positive,30,2092,,,,,,
11316,09bb0893-a05b-49bc-95ec-1e158577bf13,want,07/10/2020,07/10/2020 03:32,2020,10,photo,healthy eating,positive,70,2056,,,,,,
11317,09bb0893-a05b-49bc-95ec-1e158577bf13,like,07/08/2020,07/08/2020 06:44,2020,8,photo,healthy eating,positive,50,2114,,,,,,
11318,09bb0893-a05b-49bc-95ec-1e158577bf13,love,27/07/2020,27/07/2020 19:26,2020,7,photo,healthy eating,positive,65,2070,,,,,,
11319,09bb0893-a05b-49bc-95ec-1e158577bf13,hate,27/01/2021,27/01/2021 06:34,2021,1,photo,healthy eating,negative,5,2126,,,,,,
11320,09bb0893-a05b-49bc-95ec-1e158577bf13,love,18/01/2021,18/01/2021 06:16,2021,1,photo,healthy eating,positive,65,2126,,,,,,
11322,c323d478-30a2-4140-a2ba-935a37b2ec10,peeking,23/03/2021,23/03/2021 10:43,2021,3,GIF,cooking,neutral,35,2012,,,,,,
11323,c323d478-30a2-4140-a2ba-935a37b2ec10,hate,23/11/2020,23/11/2020 04:09,2020,11,GIF,cooking,negative,5,2034,,,,,,
11324,c323d478-30a2-4140-a2ba-935a37b2ec10,dislike,15/06/2021,15/06/2021 18:09,2021,6,GIF,cooking,negative,10,2021,,,,,,
11325,c323d478-30a2-4140-a2ba-935a37b2ec10,heart,04/02/2021,04/02/2021 11:28,2021,2,GIF,cooking,positive,60,1914,,,,,,
11326,c323d478-30a2-4140-a2ba-935a37b2ec10,indifferent,08/01/2021,08/01/2021 01:41,2021,1,GIF,cooking,neutral,20,2126,,,,,,
11327,c323d478-30a2-4140-a2ba-935a37b2ec10,scared,17/06/2021,17/06/2021 02:41,2021,6,GIF,cooking,negative,15,2021,,,,,,
11328,c323d478-30a2-4140-a2ba-935a37b2ec10,love,17/10/2020,17/10/2020 11:36,2020,10,GIF,cooking,positive,65,2056,,,,,,
11329,c323d478-30a2-4140-a2ba-935a37b2ec10,intrigued,01/01/2021,01/01/2021 19:16,2021,1,GIF,cooking,positive,45,2126,,,,,,
11330,c323d478-30a2-4140-a2ba-935a37b2ec10,interested,11/11/2020,11/11/2020 05:38,2020,11,GIF,cooking,positive,30,2034,,,,,,
11331,c323d478-30a2-4140-a2ba-935a37b2ec10,heart,06/06/2021,06/06/2021 07:40,2021,6,GIF,cooking,positive,60,2021,,,,,,
11332,c323d478-30a2-4140-a2ba-935a37b2ec10,want,23/05/2021,23/05/2021 11:05,2021,5,GIF,cooking,positive,70,2138,,,,,,
11333,c323d478-30a2-4140-a2ba-935a37b2ec10,worried,22/03/2021,22/03/2021 19:39,2021,3,GIF,cooking,negative,12,2012,,,,,,
11334,c323d478-30a2-4140-a2ba-935a37b2ec10,peeking,15/05/2021,15/05/2021 06:56,2021,5,GIF,cooking,neutral,35,2138,,,,,,
11335,c323d478-30a2-4140-a2ba-935a37b2ec10,hate,06/04/2021,06/04/2021 02:11,2021,4,GIF,cooking,negative,5,1974,,,,,,
11336,c323d478-30a2-4140-a2ba-935a37b2ec10,dislike,12/09/2020,12/09/2020 11:22,2020,9,GIF,cooking,negative,10,2022,,,,,,
11337,c323d478-30a2-4140-a2ba-935a37b2ec10,dislike,25/01/2021,25/01/2021 12:09,2021,1,GIF,cooking,negative,10,2126,,,,,,
11339,e409d5be-a02d-4688-9869-eb940fe1e133,super love,29/07/2020,29/07/2020 13:48,2020,7,audio,public speaking,positive,75,2070,,,,,,
11340,e409d5be-a02d-4688-9869-eb940fe1e133,indifferent,10/09/2020,10/09/2020 17:15,2020,9,audio,public speaking,neutral,20,2022,,,,,,
11341,e409d5be-a02d-4688-9869-eb940fe1e133,dislike,20/10/2020,20/10/2020 08:19,2020,10,audio,public speaking,negative,10,2056,,,,,,
11342,e409d5be-a02d-4688-9869-eb940fe1e133,interested,18/07/2020,18/07/2020 09:54,2020,7,audio,public speaking,positive,30,2070,,,,,,
11343,e409d5be-a02d-4688-9869-eb940fe1e133,adore,14/01/2021,14/01/2021 08:56,2021,1,audio,public speaking,positive,72,2126,,,,,,
11345,bd656a40-09c1-4219-8210-e667136e3734,disgust,30/11/2020,30/11/2020 13:57,2020,11,GIF,culture,negative,0,2034,,,,,,
11346,bd656a40-09c1-4219-8210-e667136e3734,disgust,22/12/2020,22/12/2020 23:28,2020,12,GIF,culture,negative,0,2092,,,,,,
11347,bd656a40-09c1-4219-8210-e667136e3734,disgust,31/07/2020,31/07/2020 00:57,2020,7,GIF,culture,negative,0,2070,,,,,,
11348,bd656a40-09c1-4219-8210-e667136e3734,adore,21/01/2021,21/01/2021 19:45,2021,1,GIF,culture,positive,72,2126,,,,,,
11349,bd656a40-09c1-4219-8210-e667136e3734,peeking,19/12/2020,19/12/2020 18:42,2020,12,GIF,culture,neutral,35,2092,,,,,,
11350,bd656a40-09c1-4219-8210-e667136e3734,want,20/11/2020,20/11/2020 05:03,2020,11,GIF,culture,positive,70,2034,,,,,,
11351,bd656a40-09c1-4219-8210-e667136e3734,love,04/05/2021,04/05/2021 02:27,2021,5,GIF,culture,positive,65,2138,,,,,,
11352,bd656a40-09c1-4219-8210-e667136e3734,want,13/07/2020,13/07/2020 23:39,2020,7,GIF,culture,positive,70,2070,,,,,,
11353,bd656a40-09c1-4219-8210-e667136e3734,like,20/03/2021,20/03/2021 21:52,2021,3,GIF,culture,positive,50,2012,,,,,,
11354,bd656a40-09c1-4219-8210-e667136e3734,super love,18/04/2021,18/04/2021 10:16,2021,4,GIF,culture,positive,75,1974,,,,,,
11355,bd656a40-09c1-4219-8210-e667136e3734,heart,06/05/2021,06/05/2021 12:45,2021,5,GIF,culture,positive,60,2138,,,,,,
11356,bd656a40-09c1-4219-8210-e667136e3734,peeking,24/09/2020,24/09/2020 15:57,2020,9,GIF,culture,neutral,35,2022,,,,,,
11357,bd656a40-09c1-4219-8210-e667136e3734,hate,30/05/2021,30/05/2021 01:35,2021,5,GIF,culture,negative,5,2138,,,,,,
11358,bd656a40-09c1-4219-8210-e667136e3734,adore,20/09/2020,20/09/2020 23:13,2020,9,GIF,culture,positive,72,2022,,,,,,
11359,bd656a40-09c1-4219-8210-e667136e3734,worried,22/03/2021,22/03/2021 08:14,2021,3,GIF,culture,negative,12,2012,,,,,,
11360,bd656a40-09c1-4219-8210-e667136e3734,heart,04/06/2021,04/06/2021 05:35,2021,6,GIF,culture,positive,60,2021,,,,,,
11361,bd656a40-09c1-4219-8210-e667136e3734,hate,13/07/2020,13/07/2020 00:44,2020,7,GIF,culture,negative,5,2070,,,,,,
11362,bd656a40-09c1-4219-8210-e667136e3734,intrigued,30/06/2020,30/06/2020 08:27,2020,6,GIF,culture,positive,45,2021,,,,,,
11363,bd656a40-09c1-4219-8210-e667136e3734,hate,13/10/2020,13/10/2020 13:43,2020,10,GIF,culture,negative,5,2056,,,,,,
11364,bd656a40-09c1-4219-8210-e667136e3734,want,23/07/2020,23/07/2020 09:21,2020,7,GIF,culture,positive,70,2070,,,,,,
11365,bd656a40-09c1-4219-8210-e667136e3734,scared,20/07/2020,20/07/2020 11:26,2020,7,GIF,culture,negative,15,2070,,,,,,
11366,bd656a40-09c1-4219-8210-e667136e3734,scared,23/09/2020,23/09/2020 01:05,2020,9,GIF,culture,negative,15,2022,,,,,,
11367,bd656a40-09c1-4219-8210-e667136e3734,worried,13/04/2021,13/04/2021 08:40,2021,4,GIF,culture,negative,12,1974,,,,,,
11368,bd656a40-09c1-4219-8210-e667136e3734,hate,07/06/2021,07/06/2021 20:04,2021,6,GIF,culture,negative,5,2021,,,,,,
11369,bd656a40-09c1-4219-8210-e667136e3734,cherish,05/02/2021,05/02/2021 14:38,2021,2,GIF,culture,positive,70,1914,,,,,,
11370,bd656a40-09c1-4219-8210-e667136e3734,disgust,30/01/2021,30/01/2021 04:21,2021,1,GIF,culture,negative,0,2126,,,,,,
11371,bd656a40-09c1-4219-8210-e667136e3734,dislike,24/04/2021,24/04/2021 15:38,2021,4,GIF,culture,negative,10,1974,,,,,,
11372,bd656a40-09c1-4219-8210-e667136e3734,worried,20/01/2021,20/01/2021 01:14,2021,1,GIF,culture,negative,12,2126,,,,,,
11373,bd656a40-09c1-4219-8210-e667136e3734,like,29/07/2020,29/07/2020 12:59,2020,7,GIF,culture,positive,50,2070,,,,,,
11374,bd656a40-09c1-4219-8210-e667136e3734,hate,15/12/2020,15/12/2020 03:06,2020,12,GIF,culture,negative,5,2092,,,,,,
11375,bd656a40-09c1-4219-8210-e667136e3734,disgust,28/10/2020,28/10/2020 19:55,2020,10,GIF,culture,negative,0,2056,,,,,,
11376,bd656a40-09c1-4219-8210-e667136e3734,peeking,06/04/2021,06/04/2021 06:50,2021,4,GIF,culture,neutral,35,1974,,,,,,
11377,bd656a40-09c1-4219-8210-e667136e3734,worried,07/04/2021,07/04/2021 22:22,2021,4,GIF,culture,negative,12,1974,,,,,,
11378,bd656a40-09c1-4219-8210-e667136e3734,heart,15/04/2021,15/04/2021 12:05,2021,4,GIF,culture,positive,60,1974,,,,,,
11379,bd656a40-09c1-4219-8210-e667136e3734,peeking,06/12/2020,06/12/2020 15:52,2020,12,GIF,culture,neutral,35,2092,,,,,,
11380,bd656a40-09c1-4219-8210-e667136e3734,disgust,10/03/2021,10/03/2021 01:44,2021,3,GIF,culture,negative,0,2012,,,,,,
11381,bd656a40-09c1-4219-8210-e667136e3734,want,09/10/2020,09/10/2020 10:28,2020,10,GIF,culture,positive,70,2056,,,,,,
11382,bd656a40-09c1-4219-8210-e667136e3734,want,01/07/2020,01/07/2020 06:28,2020,7,GIF,culture,positive,70,2070,,,,,,
11383,bd656a40-09c1-4219-8210-e667136e3734,dislike,28/09/2020,28/09/2020 05:43,2020,9,GIF,culture,negative,10,2022,,,,,,
11384,bd656a40-09c1-4219-8210-e667136e3734,want,02/07/2020,02/07/2020 15:36,2020,7,GIF,culture,positive,70,2070,,,,,,
11385,bd656a40-09c1-4219-8210-e667136e3734,dislike,26/10/2020,26/10/2020 16:31,2020,10,GIF,culture,negative,10,2056,,,,,,
11386,bd656a40-09c1-4219-8210-e667136e3734,indifferent,06/04/2021,06/04/2021 15:44,2021,4,GIF,culture,neutral,20,1974,,,,,,
11387,bd656a40-09c1-4219-8210-e667136e3734,love,25/10/2020,25/10/2020 04:08,2020,10,GIF,culture,positive,65,2056,,,,,,
11388,bd656a40-09c1-4219-8210-e667136e3734,indifferent,08/07/2020,08/07/2020 10:54,2020,7,GIF,culture,neutral,20,2070,,,,,,
11389,bd656a40-09c1-4219-8210-e667136e3734,peeking,26/01/2021,26/01/2021 22:48,2021,1,GIF,culture,neutral,35,2126,,,,,,
11390,bd656a40-09c1-4219-8210-e667136e3734,dislike,03/12/2020,03/12/2020 06:19,2020,12,GIF,culture,negative,10,2092,,,,,,
11391,bd656a40-09c1-4219-8210-e667136e3734,intrigued,06/10/2020,06/10/2020 04:29,2020,10,GIF,culture,positive,45,2056,,,,,,
11393,28fbf4cf-c354-418c-8672-b7f2fee75b00,scared,20/04/2021,20/04/2021 00:38,2021,4,photo,culture,negative,15,1974,,,,,,
11394,28fbf4cf-c354-418c-8672-b7f2fee75b00,heart,22/01/2021,22/01/2021 07:33,2021,1,photo,culture,positive,60,2126,,,,,,
11395,28fbf4cf-c354-418c-8672-b7f2fee75b00,love,18/08/2020,18/08/2020 01:16,2020,8,photo,culture,positive,65,2114,,,,,,
11396,28fbf4cf-c354-418c-8672-b7f2fee75b00,worried,27/09/2020,27/09/2020 04:33,2020,9,photo,culture,negative,12,2022,,,,,,
11397,28fbf4cf-c354-418c-8672-b7f2fee75b00,cherish,14/09/2020,14/09/2020 00:18,2020,9,photo,culture,positive,70,2022,,,,,,
11398,28fbf4cf-c354-418c-8672-b7f2fee75b00,indifferent,11/04/2021,11/04/2021 13:18,2021,4,photo,culture,neutral,20,1974,,,,,,
11399,28fbf4cf-c354-418c-8672-b7f2fee75b00,heart,27/07/2020,27/07/2020 13:09,2020,7,photo,culture,positive,60,2070,,,,,,
11400,28fbf4cf-c354-418c-8672-b7f2fee75b00,scared,30/10/2020,30/10/2020 18:47,2020,10,photo,culture,negative,15,2056,,,,,,
11401,28fbf4cf-c354-418c-8672-b7f2fee75b00,want,17/08/2020,17/08/2020 01:12,2020,8,photo,culture,positive,70,2114,,,,,,
11402,28fbf4cf-c354-418c-8672-b7f2fee75b00,interested,21/09/2020,21/09/2020 22:44,2020,9,photo,culture,positive,30,2022,,,,,,
11404,afe1fed5-5639-45c7-89f8-ce9d1078c910,disgust,31/12/2020,31/12/2020 21:38,2020,12,audio,cooking,negative,0,2092,,,,,,
11405,afe1fed5-5639-45c7-89f8-ce9d1078c910,intrigued,25/03/2021,25/03/2021 18:22,2021,3,audio,cooking,positive,45,2012,,,,,,
11406,afe1fed5-5639-45c7-89f8-ce9d1078c910,like,28/12/2020,28/12/2020 13:37,2020,12,audio,cooking,positive,50,2092,,,,,,
11407,afe1fed5-5639-45c7-89f8-ce9d1078c910,intrigued,24/08/2020,24/08/2020 12:09,2020,8,audio,cooking,positive,45,2114,,,,,,
11408,afe1fed5-5639-45c7-89f8-ce9d1078c910,adore,28/05/2021,28/05/2021 09:58,2021,5,audio,cooking,positive,72,2138,,,,,,
11409,afe1fed5-5639-45c7-89f8-ce9d1078c910,indifferent,30/05/2021,30/05/2021 15:02,2021,5,audio,cooking,neutral,20,2138,,,,,,
11410,afe1fed5-5639-45c7-89f8-ce9d1078c910,super love,21/05/2021,21/05/2021 16:11,2021,5,audio,cooking,positive,75,2138,,,,,,
11411,afe1fed5-5639-45c7-89f8-ce9d1078c910,super love,05/05/2021,05/05/2021 08:34,2021,5,audio,cooking,positive,75,2138,,,,,,
11412,afe1fed5-5639-45c7-89f8-ce9d1078c910,scared,03/01/2021,03/01/2021 23:58,2021,1,audio,cooking,negative,15,2126,,,,,,
11413,afe1fed5-5639-45c7-89f8-ce9d1078c910,like,03/01/2021,03/01/2021 17:32,2021,1,audio,cooking,positive,50,2126,,,,,,
11414,afe1fed5-5639-45c7-89f8-ce9d1078c910,worried,18/08/2020,18/08/2020 11:32,2020,8,audio,cooking,negative,12,2114,,,,,,
11415,afe1fed5-5639-45c7-89f8-ce9d1078c910,heart,22/10/2020,22/10/2020 20:05,2020,10,audio,cooking,positive,60,2056,,,,,,
11416,afe1fed5-5639-45c7-89f8-ce9d1078c910,dislike,17/10/2020,17/10/2020 08:50,2020,10,audio,cooking,negative,10,2056,,,,,,
11417,afe1fed5-5639-45c7-89f8-ce9d1078c910,hate,27/12/2020,27/12/2020 05:07,2020,12,audio,cooking,negative,5,2092,,,,,,
11418,afe1fed5-5639-45c7-89f8-ce9d1078c910,super love,15/11/2020,15/11/2020 13:14,2020,11,audio,cooking,positive,75,2034,,,,,,
11419,afe1fed5-5639-45c7-89f8-ce9d1078c910,disgust,21/10/2020,21/10/2020 20:36,2020,10,audio,cooking,negative,0,2056,,,,,,
11420,afe1fed5-5639-45c7-89f8-ce9d1078c910,scared,07/04/2021,07/04/2021 18:40,2021,4,audio,cooking,negative,15,1974,,,,,,
11421,afe1fed5-5639-45c7-89f8-ce9d1078c910,scared,26/06/2020,26/06/2020 14:56,2020,6,audio,cooking,negative,15,2021,,,,,,
11422,afe1fed5-5639-45c7-89f8-ce9d1078c910,hate,08/07/2020,08/07/2020 08:40,2020,7,audio,cooking,negative,5,2070,,,,,,
11423,afe1fed5-5639-45c7-89f8-ce9d1078c910,adore,03/03/2021,03/03/2021 18:58,2021,3,audio,cooking,positive,72,2012,,,,,,
11424,afe1fed5-5639-45c7-89f8-ce9d1078c910,hate,13/10/2020,13/10/2020 07:58,2020,10,audio,cooking,negative,5,2056,,,,,,
11425,afe1fed5-5639-45c7-89f8-ce9d1078c910,super love,26/08/2020,26/08/2020 20:40,2020,8,audio,cooking,positive,75,2114,,,,,,
11426,afe1fed5-5639-45c7-89f8-ce9d1078c910,peeking,23/02/2021,23/02/2021 20:06,2021,2,audio,cooking,neutral,35,1914,,,,,,
11427,afe1fed5-5639-45c7-89f8-ce9d1078c910,love,26/09/2020,26/09/2020 14:47,2020,9,audio,cooking,positive,65,2022,,,,,,
11428,afe1fed5-5639-45c7-89f8-ce9d1078c910,love,10/02/2021,10/02/2021 13:32,2021,2,audio,cooking,positive,65,1914,,,,,,
11429,afe1fed5-5639-45c7-89f8-ce9d1078c910,peeking,19/12/2020,19/12/2020 21:36,2020,12,audio,cooking,neutral,35,2092,,,,,,
11430,afe1fed5-5639-45c7-89f8-ce9d1078c910,dislike,23/03/2021,23/03/2021 02:39,2021,3,audio,cooking,negative,10,2012,,,,,,
11431,afe1fed5-5639-45c7-89f8-ce9d1078c910,dislike,06/08/2020,06/08/2020 00:06,2020,8,audio,cooking,negative,10,2114,,,,,,
11432,afe1fed5-5639-45c7-89f8-ce9d1078c910,dislike,23/10/2020,23/10/2020 05:10,2020,10,audio,cooking,negative,10,2056,,,,,,
11433,afe1fed5-5639-45c7-89f8-ce9d1078c910,like,13/05/2021,13/05/2021 14:29,2021,5,audio,cooking,positive,50,2138,,,,,,
11434,afe1fed5-5639-45c7-89f8-ce9d1078c910,disgust,17/11/2020,17/11/2020 17:59,2020,11,audio,cooking,negative,0,2034,,,,,,
11436,af6c5966-dfe7-460b-9853-62ed9f18aed4,cherish,21/07/2020,21/07/2020 03:32,2020,7,photo,technology,positive,70,2070,,,,,,
11437,af6c5966-dfe7-460b-9853-62ed9f18aed4,interested,07/06/2021,07/06/2021 22:10,2021,6,photo,technology,positive,30,2021,,,,,,
11438,af6c5966-dfe7-460b-9853-62ed9f18aed4,worried,05/05/2021,05/05/2021 22:16,2021,5,photo,technology,negative,12,2138,,,,,,
11439,af6c5966-dfe7-460b-9853-62ed9f18aed4,intrigued,25/12/2020,25/12/2020 18:52,2020,12,photo,technology,positive,45,2092,,,,,,
11440,af6c5966-dfe7-460b-9853-62ed9f18aed4,disgust,09/12/2020,09/12/2020 05:32,2020,12,photo,technology,negative,0,2092,,,,,,
11441,af6c5966-dfe7-460b-9853-62ed9f18aed4,love,29/04/2021,29/04/2021 09:06,2021,4,photo,technology,positive,65,1974,,,,,,
11442,af6c5966-dfe7-460b-9853-62ed9f18aed4,indifferent,09/09/2020,09/09/2020 22:34,2020,9,photo,technology,neutral,20,2022,,,,,,
11443,af6c5966-dfe7-460b-9853-62ed9f18aed4,hate,18/07/2020,18/07/2020 03:10,2020,7,photo,technology,negative,5,2070,,,,,,
11444,af6c5966-dfe7-460b-9853-62ed9f18aed4,like,01/09/2020,01/09/2020 05:15,2020,9,photo,technology,positive,50,2022,,,,,,
11445,af6c5966-dfe7-460b-9853-62ed9f18aed4,hate,07/01/2021,07/01/2021 01:06,2021,1,photo,technology,negative,5,2126,,,,,,
11446,af6c5966-dfe7-460b-9853-62ed9f18aed4,intrigued,08/02/2021,08/02/2021 15:10,2021,2,photo,technology,positive,45,1914,,,,,,
11447,af6c5966-dfe7-460b-9853-62ed9f18aed4,worried,25/03/2021,25/03/2021 23:55,2021,3,photo,technology,negative,12,2012,,,,,,
11448,af6c5966-dfe7-460b-9853-62ed9f18aed4,want,08/04/2021,08/04/2021 20:24,2021,4,photo,technology,positive,70,1974,,,,,,
11449,af6c5966-dfe7-460b-9853-62ed9f18aed4,cherish,11/07/2020,11/07/2020 02:54,2020,7,photo,technology,positive,70,2070,,,,,,
11450,af6c5966-dfe7-460b-9853-62ed9f18aed4,scared,16/06/2021,16/06/2021 12:29,2021,6,photo,technology,negative,15,2021,,,,,,
11451,af6c5966-dfe7-460b-9853-62ed9f18aed4,adore,16/06/2021,16/06/2021 07:03,2021,6,photo,technology,positive,72,2021,,,,,,
11452,af6c5966-dfe7-460b-9853-62ed9f18aed4,scared,14/07/2020,14/07/2020 08:44,2020,7,photo,technology,negative,15,2070,,,,,,
11453,af6c5966-dfe7-460b-9853-62ed9f18aed4,love,07/04/2021,07/04/2021 21:31,2021,4,photo,technology,positive,65,1974,,,,,,
11454,af6c5966-dfe7-460b-9853-62ed9f18aed4,disgust,07/02/2021,07/02/2021 09:49,2021,2,photo,technology,negative,0,1914,,,,,,
11455,af6c5966-dfe7-460b-9853-62ed9f18aed4,hate,08/10/2020,08/10/2020 14:25,2020,10,photo,technology,negative,5,2056,,,,,,
11456,af6c5966-dfe7-460b-9853-62ed9f18aed4,peeking,12/09/2020,12/09/2020 20:54,2020,9,photo,technology,neutral,35,2022,,,,,,
11457,af6c5966-dfe7-460b-9853-62ed9f18aed4,disgust,12/02/2021,12/02/2021 08:00,2021,2,photo,technology,negative,0,1914,,,,,,
11458,af6c5966-dfe7-460b-9853-62ed9f18aed4,interested,11/10/2020,11/10/2020 21:28,2020,10,photo,technology,positive,30,2056,,,,,,
11459,af6c5966-dfe7-460b-9853-62ed9f18aed4,heart,02/09/2020,02/09/2020 08:18,2020,9,photo,technology,positive,60,2022,,,,,,
11460,af6c5966-dfe7-460b-9853-62ed9f18aed4,scared,29/04/2021,29/04/2021 15:05,2021,4,photo,technology,negative,15,1974,,,,,,
